name,x,y,z,w,time stamp
Patient,-2.201156,0.4049915,-1.515616,-0.6470909,2020/9/2 11:09:18
Patient,1.110669E-41,1.279385E-42,1.110669E-41,1.286392E-42,2020/9/2 11:09:18
Patient,1.110669E-41,1.279385E-42,1.110669E-41,1.286392E-42,2020/9/2 11:09:18
Patient,-2.240462,0.4242768,-1.544577,-0.6378466,2020/9/2 11:09:18
Patient,NaN,6.717404E-41,-9.639054E-36,3.55091E+07,2020/9/2 11:09:18
Patient,-2.191329,0.4146341,-1.505963,-0.656335,2020/9/2 11:09:18
Patient,1.842103E-34,-226861.2,-2.918728E-29,8.037395E-34,2020/9/2 11:09:18
Patient,1.842103E-34,-226861.2,-2.918728E-29,8.037395E-34,2020/9/2 11:09:18
Patient,-2.13237,0.4724901,-1.544577,-0.6378466,2020/9/2 11:09:18
Patient,7.579623E-42,8.281674E-43,7.606248E-42,8.281674E-43,2020/9/2 11:09:18
Patient,-2.142197,0.4917754,-1.477002,-0.5916259,2020/9/2 11:09:18
Patient,4.352539,4393.016,-4.165112,4.73737E-41,2020/9/2 11:09:18
Patient,4.352539,4393.016,-4.165112,4.73737E-41,2020/9/2 11:09:18
Patient,-2.171676,0.4821327,-1.534923,-0.6655791,2020/9/2 11:09:18
Patient,2.724124E-42,2.368194E-43,2.724124E-42,2.368194E-43,2020/9/2 11:09:18
Patient,-2.181503,0.4532048,-1.52527,-0.6378466,2020/9/2 11:09:18
Patient,0,88199.25,0,88326.75,2020/9/2 11:09:18
Patient,0,88199.25,0,88326.75,2020/9/2 11:09:18
Patient,-2.171676,0.4917754,-1.477002,-0.656335,2020/9/2 11:09:18
Patient,423002.3,9.440238E-36,NaN,404570.3,2020/9/2 11:09:18
Patient,-2.171676,0.4917754,-1.477002,-0.656335,2020/9/2 11:09:18
Patient,0,0,0,0,2020/9/2 11:09:18
Patient,0,0,0,0,2020/9/2 11:09:18
Patient,-2.220809,0.4049915,-1.52527,-0.6101142,2020/9/2 11:09:18
Patient,6.745851E-42,7.132609E-43,6.750055E-42,7.202674E-43,2020/9/2 11:09:18
Patient,-2.112717,0.4628474,-1.457695,-0.6193584,2020/9/2 11:09:18
Patient,-6.87018E-05,1.65387,-7.186327E-10,1.220244E+32,2020/9/2 11:09:18
Patient,-6.87018E-05,1.65387,-7.186327E-10,1.220244E+32,2020/9/2 11:09:18
Patient,-2.142197,0.4628474,-1.52527,-0.6378466,2020/9/2 11:09:18
Patient,1.211703E-41,1.067789E-42,1.212123E-41,1.067789E-42,2020/9/2 11:09:18
Patient,-2.210983,0.4628474,-1.486655,-0.6378466,2020/9/2 11:09:18
Patient,24.04568,-0.0002748072,30.36462,5.065779E+23,2020/9/2 11:09:18
Patient,24.04568,-0.0002748072,30.36462,5.065779E+23,2020/9/2 11:09:18
Patient,-2.210983,0.4628474,-1.486655,-0.6378466,2020/9/2 11:09:18
Patient,4.386064E-43,9.809089E-45,4.484155E-43,1.681558E-44,2020/9/2 11:09:18
Patient,-2.210983,0.4628474,-1.486655,-0.6378466,2020/9/2 11:09:18
Patient,6.092846E-42,5.507103E-43,6.099852E-42,5.605194E-43,2020/9/2 11:09:18
Patient,6.092846E-42,5.507103E-43,6.099852E-42,5.605194E-43,2020/9/2 11:09:18
Patient,-2.16185,0.4628474,-1.448041,-0.6655791,2020/9/2 11:09:18
Patient,2.062711E-42,1.21913E-43,2.071119E-42,1.233143E-43,2020/9/2 11:09:18
Patient,-2.181503,0.4532048,-1.496309,-0.6655791,2020/9/2 11:09:18
Patient,1.883065E-41,2.722723E-42,1.883065E-41,2.722723E-42,2020/9/2 11:09:18
Patient,1.883065E-41,2.722723E-42,1.883065E-41,2.722723E-42,2020/9/2 11:09:18
Patient,-2.210983,0.4628474,-1.477002,-0.656335,2020/9/2 11:09:18
Patient,2.273046E-41,3.095468E-42,2.273046E-41,3.102475E-42,2020/9/2 11:09:19
Patient,-2.152023,0.4821327,-1.467348,-0.6286025,2020/9/2 11:09:19
Patient,1.015661E-41,9.486791E-43,1.018324E-41,9.556856E-43,2020/9/2 11:09:19
Patient,1.015661E-41,9.486791E-43,1.018324E-41,9.556856E-43,2020/9/2 11:09:19
Patient,-2.201156,0.3953488,-1.505963,-0.6193584,2020/9/2 11:09:19
Patient,24.04568,295072,-3.303419E+38,-4.1875,2020/9/2 11:09:19
Patient,-2.171676,0.501418,-1.496309,-0.6470909,2020/9/2 11:09:19
Patient,9.1729E-42,8.603973E-43,9.1729E-42,8.674037E-43,2020/9/2 11:09:19
Patient,9.1729E-42,8.603973E-43,9.1729E-42,8.674037E-43,2020/9/2 11:09:19
Patient,-2.210983,0.501418,-1.563884,-0.6748233,2020/9/2 11:09:19
Patient,4.077779E-42,4.470142E-43,4.104403E-42,4.484155E-43,2020/9/2 11:09:19
Patient,-2.152023,0.4724901,-1.496309,-0.6286025,2020/9/2 11:09:19
Patient,1.398776E-41,1.214926E-42,1.399617E-41,1.217728E-42,2020/9/2 11:09:19
Patient,1.398776E-41,1.214926E-42,1.399617E-41,1.217728E-42,2020/9/2 11:09:19
Patient,-2.201156,0.4435621,-1.496309,-0.6193584,2020/9/2 11:09:19
Patient,8.511487E-42,8.758115E-43,8.514289E-42,8.758115E-43,2020/9/2 11:09:19
Patient,-2.269942,0.501418,-1.467348,-0.6101142,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.16185,0.4724901,-1.515616,-0.6286025,2020/9/2 11:09:19
Patient,1.216747E-41,1.348049E-42,1.217168E-41,1.348049E-42,2020/9/2 11:09:19
Patient,-2.171676,0.4821327,-1.554231,-0.6655791,2020/9/2 11:09:19
Patient,5.512708E-42,7.51096E-43,5.519715E-42,7.51096E-43,2020/9/2 11:09:19
Patient,5.512708E-42,7.51096E-43,5.519715E-42,7.51096E-43,2020/9/2 11:09:19
Patient,-2.210983,0.4532048,-1.448041,-0.6286025,2020/9/2 11:09:19
Patient,3.728855E-42,4.077779E-43,3.733059E-42,4.077779E-43,2020/9/2 11:09:19
Patient,-2.191329,0.4242768,-1.496309,-0.6470909,2020/9/2 11:09:19
Patient,7.474526E-42,1.182696E-42,7.481533E-42,1.182696E-42,2020/9/2 11:09:19
Patient,7.474526E-42,1.182696E-42,7.481533E-42,1.182696E-42,2020/9/2 11:09:19
Patient,-2.16185,0.4724901,-1.544577,-0.6840674,2020/9/2 11:09:19
Patient,0,0,0,0.001735476,2020/9/2 11:09:19
Patient,-2.122543,0.3953488,-1.505963,-0.6193584,2020/9/2 11:09:19
Patient,2.553726E-41,3.378531E-42,2.554427E-41,3.378531E-42,2020/9/2 11:09:19
Patient,2.553726E-41,3.378531E-42,2.554427E-41,3.378531E-42,2020/9/2 11:09:19
Patient,-2.122543,0.3953488,-1.505963,-0.6193584,2020/9/2 11:09:19
Patient,1.030655E-41,1.862326E-42,1.030655E-41,1.863727E-42,2020/9/2 11:09:19
Patient,-2.122543,0.3953488,-1.505963,-0.6193584,2020/9/2 11:09:19
Patient,1.378177E-41,2.249084E-42,1.3814E-41,2.250485E-42,2020/9/2 11:09:19
Patient,1.378177E-41,2.249084E-42,1.3814E-41,2.250485E-42,2020/9/2 11:09:19
Patient,-2.181503,0.4628474,-1.544577,-0.7117999,2020/9/2 11:09:19
Patient,1.773483E-41,2.631639E-42,1.774184E-41,2.631639E-42,2020/9/2 11:09:19
Patient,-2.122543,0.4435621,-1.52527,-0.5916259,2020/9/2 11:09:19
Patient,2.15842E-41,2.995976E-42,2.161643E-41,2.997377E-42,2020/9/2 11:09:19
Patient,2.15842E-41,2.995976E-42,2.161643E-41,2.997377E-42,2020/9/2 11:09:19
Patient,-2.191329,0.4242768,-1.448041,-0.5916259,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.181503,0.4242768,-1.534923,-0.5916259,2020/9/2 11:09:19
Patient,0,0.006260033,0,-4.354733E-27,2020/9/2 11:09:19
Patient,0,0.006260033,0,-4.354733E-27,2020/9/2 11:09:19
Patient,-2.16185,0.4435621,-1.486655,-0.6008701,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.210983,0.4339195,-1.496309,-0.6655791,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.142197,0.4435621,-1.52527,-0.6470909,2020/9/2 11:09:19
Patient,0,0,0,0.5128579,2020/9/2 11:09:19
Patient,-2.220809,0.530346,-1.448041,-0.6008701,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.152023,0.4628474,-1.496309,-0.6101142,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.152023,0.4146341,-1.428734,-0.6378466,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.181503,0.4917754,-1.486655,-0.6286025,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.269942,0.4146341,-1.477002,-0.6655791,2020/9/2 11:09:19
Patient,0,1.401298E-44,3.587324E-42,2.242078E-44,2020/9/2 11:09:19
Patient,0,1.401298E-44,3.587324E-42,2.242078E-44,2020/9/2 11:09:19
Patient,-2.191329,0.5399886,-1.496309,-0.656335,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.16185,0.4628474,-1.496309,-0.6378466,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.16185,0.4435621,-1.515616,-0.6378466,2020/9/2 11:09:19
Patient,0,0,0,2.576739E-34,2020/9/2 11:09:19
Patient,-2.16185,0.4435621,-1.515616,-0.6378466,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.152023,0.4724901,-1.534923,-0.6655791,2020/9/2 11:09:19
Patient,0,0.03045993,0,0,2020/9/2 11:09:19
Patient,-2.152023,0.4724901,-1.534923,-0.6655791,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.240462,0.4821327,-1.534923,-0.656335,2020/9/2 11:09:19
Patient,NaN,NaN,0,0.5131664,2020/9/2 11:09:19
Patient,-2.181503,0.4917754,-1.467348,-0.6378466,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.171676,0.4821327,-1.554231,-0.6748233,2020/9/2 11:09:19
Patient,0,2.420245E+07,0,2.420229E+07,2020/9/2 11:09:19
Patient,-2.181503,0.4532048,-1.486655,-0.6470909,2020/9/2 11:09:19
Patient,0,5.563155E-43,7.006492E-45,-2.915565E-24,2020/9/2 11:09:19
Patient,0,5.563155E-43,7.006492E-45,-2.915565E-24,2020/9/2 11:09:19
Patient,-2.220809,0.4821327,-1.515616,-0.6655791,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.191329,0.530346,-1.505963,-0.6655791,2020/9/2 11:09:19
Patient,0,0.03045904,0,0,2020/9/2 11:09:19
Patient,0,0.03045904,0,0,2020/9/2 11:09:19
Patient,-2.201156,0.4821327,-1.496309,-0.6655791,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.210983,0.5110607,-1.496309,-0.6840674,2020/9/2 11:09:19
Patient,0,0.5135717,0,0,2020/9/2 11:09:19
Patient,0,0.5135717,0,0,2020/9/2 11:09:19
Patient,-2.181503,0.4821327,-1.505963,-0.6378466,2020/9/2 11:09:19
Patient,0,0.5118132,0,0.03045771,2020/9/2 11:09:19
Patient,-2.142197,0.4724901,-1.505963,-0.6378466,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,0,0,0,0,2020/9/2 11:09:19
Patient,-2.13237,0.5110607,-1.544577,-0.6655791,2020/9/2 11:09:19
Patient,0,0.5138936,0,0.5138841,2020/9/2 11:09:19
Patient,-2.181503,0.4339195,-1.496309,-0.5823817,2020/9/2 11:09:19
Patient,0,0.5148191,0,0,2020/9/2 11:09:19
Patient,0,0.5148191,0,0,2020/9/2 11:09:19
Patient,-2.152023,0.4339195,-1.515616,-0.6748233,2020/9/2 11:09:19
Patient,0,0.4062338,0,0.4061239,2020/9/2 11:09:19
Patient,-2.16185,0.4628474,-1.515616,-0.6933116,2020/9/2 11:09:19
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:19
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:19
Patient,-2.16185,0.4435621,-1.52527,-0.656335,2020/9/2 11:09:19
Patient,-1.506676E-41,0,0,0,2020/9/2 11:09:19
Patient,-2.171676,0.4339195,-1.505963,-0.656335,2020/9/2 11:09:19
Patient,1.401298E-45,1.401298E-45,NaN,NaN,2020/9/2 11:09:20
Patient,1.401298E-45,1.401298E-45,NaN,NaN,2020/9/2 11:09:20
Patient,-2.171676,0.4917754,-1.534923,-0.5916259,2020/9/2 11:09:20
Patient,0,0,0,5.514698E-40,2020/9/2 11:09:20
Patient,-2.171676,0.4917754,-1.534923,-0.5916259,2020/9/2 11:09:20
Patient,1.401298E-45,2.872662E-43,2.386411E-42,0,2020/9/2 11:09:20
Patient,1.401298E-45,2.872662E-43,2.386411E-42,0,2020/9/2 11:09:20
Patient,-2.16185,0.4917754,-1.496309,-0.6193584,2020/9/2 11:09:20
Patient,24.02518,2.620428E-43,-7.504167E+16,-3.929458E-32,2020/9/2 11:09:20
Patient,-2.210983,0.4435621,-1.496309,-0.6008701,2020/9/2 11:09:20
Patient,0,0.03045765,0,0,2020/9/2 11:09:20
Patient,0,0.03045765,0,0,2020/9/2 11:09:20
Patient,-2.13237,0.4724901,-1.486655,-0.6193584,2020/9/2 11:09:20
Patient,0,0,0,4.484155E-44,2020/9/2 11:09:20
Patient,-2.13237,0.4724901,-1.486655,-0.6193584,2020/9/2 11:09:20
Patient,NaN,1.116695E-41,NaN,NaN,2020/9/2 11:09:20
Patient,NaN,1.116695E-41,NaN,NaN,2020/9/2 11:09:20
Patient,-2.142197,0.4146341,-1.544577,-0.6655791,2020/9/2 11:09:20
Patient,0,2.802597E-45,0,0,2020/9/2 11:09:20
Patient,-2.210983,0.4821327,-1.52527,-0.6101142,2020/9/2 11:09:20
Patient,0,0.03045822,0,0,2020/9/2 11:09:20
Patient,0,0.03045822,0,0,2020/9/2 11:09:20
Patient,-2.201156,0.4628474,-1.467348,-0.7302882,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,-2.191329,0.4532048,-1.448041,-0.6470909,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,-2.152023,0.501418,-1.515616,-0.6470909,2020/9/2 11:09:20
Patient,0,0.4562442,0,0,2020/9/2 11:09:20
Patient,-2.201156,0.4724901,-1.457695,-0.6378466,2020/9/2 11:09:20
Patient,0,1.894784E+07,0,4.83448E-43,2020/9/2 11:09:20
Patient,0,1.894784E+07,0,4.83448E-43,2020/9/2 11:09:20
Patient,-2.210983,0.4435621,-1.505963,-0.6470909,2020/9/2 11:09:20
Patient,0,0.2944756,0,0.4562445,2020/9/2 11:09:20
Patient,-2.210983,0.4435621,-1.505963,-0.6470909,2020/9/2 11:09:20
Patient,0,0,0,4.568233E-43,2020/9/2 11:09:20
Patient,0,0,0,4.568233E-43,2020/9/2 11:09:20
Patient,-2.16185,0.4821327,-1.448041,-0.656335,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,-2.171676,0.4628474,-1.467348,-0.6286025,2020/9/2 11:09:20
Patient,0,0.5166574,0,2.42179E+07,2020/9/2 11:09:20
Patient,0,0.5166574,0,2.42179E+07,2020/9/2 11:09:20
Patient,-2.142197,0.4821327,-1.496309,-0.6470909,2020/9/2 11:09:20
Patient,0,1.622704E-42,NaN,0,2020/9/2 11:09:20
Patient,-2.122543,0.4628474,-1.486655,-0.6378466,2020/9/2 11:09:20
Patient,0,0,0,9.853224E-23,2020/9/2 11:09:20
Patient,0,0,0,9.853224E-23,2020/9/2 11:09:20
Patient,-2.171676,0.4724901,-1.534923,-0.6655791,2020/9/2 11:09:20
Patient,NaN,NaN,0,0.516242,2020/9/2 11:09:20
Patient,-2.181503,0.4435621,-1.52527,-0.6101142,2020/9/2 11:09:20
Patient,NaN,NaN,0,2.421886E+07,2020/9/2 11:09:20
Patient,NaN,NaN,0,2.421886E+07,2020/9/2 11:09:20
Patient,-2.181503,0.4435621,-1.52527,-0.6101142,2020/9/2 11:09:20
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:20
Patient,-2.181503,0.4435621,-1.52527,-0.6101142,2020/9/2 11:09:20
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:20
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:20
Patient,-2.142197,0.4532048,-1.496309,-0.6008701,2020/9/2 11:09:20
Patient,0,0.03046213,0,0,2020/9/2 11:09:20
Patient,-2.10289,0.4435621,-1.477002,-0.6193584,2020/9/2 11:09:20
Patient,2.802597E-45,0,0,0,2020/9/2 11:09:20
Patient,2.802597E-45,0,0,0,2020/9/2 11:09:20
Patient,-2.191329,0.4435621,-1.505963,-0.6286025,2020/9/2 11:09:20
Patient,0,1.289195E-43,0,0,2020/9/2 11:09:20
Patient,-2.220809,0.4821327,-1.448041,-0.6378466,2020/9/2 11:09:20
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:20
Patient,NaN,NaN,NaN,NaN,2020/9/2 11:09:20
Patient,-2.210983,0.4532048,-1.428734,-0.656335,2020/9/2 11:09:20
Patient,0,0,0,4.568233E-43,2020/9/2 11:09:20
Patient,-2.210983,0.4532048,-1.428734,-0.656335,2020/9/2 11:09:20
Patient,0,0,0,0.03045816,2020/9/2 11:09:20
Patient,0,0,0,0.03045816,2020/9/2 11:09:20
Patient,-2.171676,0.4532048,-1.52527,-0.6286025,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,-2.142197,0.5110607,-1.505963,-0.6470909,2020/9/2 11:09:20
Patient,0,0.517385,0,2.422622E+07,2020/9/2 11:09:20
Patient,0,0.517385,0,2.422622E+07,2020/9/2 11:09:20
Patient,-2.171676,0.4821327,-1.477002,-0.5823817,2020/9/2 11:09:20
Patient,0,1.803037E-40,0,3.471857E-41,2020/9/2 11:09:20
Patient,-2.13237,0.4821327,-1.486655,-0.6101142,2020/9/2 11:09:20
Patient,0,5.535129E-43,7.006492E-45,0,2020/9/2 11:09:20
Patient,0,5.535129E-43,7.006492E-45,0,2020/9/2 11:09:20
Patient,-2.171676,0.4821327,-1.477002,-0.6378466,2020/9/2 11:09:20
Patient,0,0,0,9.230914E-41,2020/9/2 11:09:20
Patient,-2.142197,0.4821327,-1.457695,-0.5638934,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,-2.152023,0.4917754,-1.505963,-0.6378466,2020/9/2 11:09:20
Patient,0,-2.424558E-38,0,NaN,2020/9/2 11:09:20
Patient,-2.152023,0.4628474,-1.486655,-0.656335,2020/9/2 11:09:20
Patient,0,0.03046173,0,0,2020/9/2 11:09:20
Patient,0,0.03046173,0,0,2020/9/2 11:09:20
Patient,-2.171676,0.4532048,-1.467348,-0.6008701,2020/9/2 11:09:20
Patient,4.484155E-44,1.401298E-45,0,0,2020/9/2 11:09:20
Patient,-2.171676,0.4532048,-1.467348,-0.6008701,2020/9/2 11:09:20
Patient,0,0.03046272,0,2.047297E-42,2020/9/2 11:09:20
Patient,0,0.03046272,0,2.047297E-42,2020/9/2 11:09:20
Patient,-2.13237,0.4146341,-1.573538,-0.6748233,2020/9/2 11:09:20
Patient,0,0,0,0,2020/9/2 11:09:20
Patient,-2.13237,0.4146341,-1.573538,-0.6748233,2020/9/2 11:09:20
Patient,0,2.422046E+07,0,0,2020/9/2 11:09:20
Patient,0,2.422046E+07,0,0,2020/9/2 11:09:20
